
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
22.5634,um,Surface,Image 1,1,0,
27.8586,um,Surface,Image 1,1,1,
47.7754,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
6.57333,um,Surface,Image 1,1,4,
75.7121,um,Surface,Image 1,1,5,
49.4871,um,Surface,Image 1,1,6,
73.7276,um,Surface,Image 1,1,7,
36.2669,um,Surface,Image 1,1,8,
105.793,um,Surface,Image 1,1,9,
118.247,um,Surface,Image 1,1,10,
153.852,um,Surface,Image 1,1,11,
58.9003,um,Surface,Image 1,1,12,
83.7196,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
81.6742,um,Surface,Image 1,1,16,
27.7133,um,Surface,Image 1,1,17,
19.6507,um,Surface,Image 1,1,18,
8.59931,um,Surface,Image 1,1,19,
9.37453,um,Surface,Image 1,1,20,
0,um,Surface,Image 1,1,21,
0,um,Surface,Image 1,1,22,
