
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
717.672,,Surface,6,Image 1,1,0,
1182.02,,Surface,6,Image 1,1,1,
931.885,,Surface,6,Image 1,1,2,
670.797,,Surface,6,Image 1,1,3,
702.378,,Surface,6,Image 1,1,4,
269.195,,Surface,6,Image 1,1,5,
677.131,,Surface,6,Image 1,1,6,
60.0657,,Surface,6,Image 1,1,7,
530.625,,Surface,6,Image 1,1,8,
1066.12,,Surface,6,Image 1,1,9,
269.394,,Surface,6,Image 1,1,10,
746.196,,Surface,6,Image 1,1,11,
476.527,,Surface,6,Image 1,1,12,
668.307,,Surface,6,Image 1,1,13,
431.625,,Surface,6,Image 1,1,14,
669.967,,Surface,6,Image 1,1,15,
571.561,,Surface,6,Image 1,1,16,
588.602,,Surface,6,Image 1,1,17,
936.152,,Surface,6,Image 1,1,18,
527.927,,Surface,6,Image 1,1,19,
60.5099,,Surface,6,Image 1,1,20,
568.483,,Surface,6,Image 1,1,21,
486.674,,Surface,6,Image 1,1,22,
