
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4562.29,,Surface,3,Image 1,1,0,
8727.41,,Surface,3,Image 1,1,1,
9339.26,,Surface,3,Image 1,1,2,
5189.26,,Surface,3,Image 1,1,3,
5207.57,,Surface,3,Image 1,1,4,
2232.36,,Surface,3,Image 1,1,5,
4381.04,,Surface,3,Image 1,1,6,
1666.98,,Surface,3,Image 1,1,7,
5021.3,,Surface,3,Image 1,1,8,
6305.35,,Surface,3,Image 1,1,9,
2803.14,,Surface,3,Image 1,1,10,
6114.18,,Surface,3,Image 1,1,11,
5202.69,,Surface,3,Image 1,1,12,
7225.47,,Surface,3,Image 1,1,13,
6258.95,,Surface,3,Image 1,1,14,
4961.74,,Surface,3,Image 1,1,15,
4739.9,,Surface,3,Image 1,1,16,
9195.89,,Surface,3,Image 1,1,17,
12654.2,,Surface,3,Image 1,1,18,
5903.77,,Surface,3,Image 1,1,19,
1977.53,,Surface,3,Image 1,1,20,
8154.39,,Surface,3,Image 1,1,21,
4819.18,,Surface,3,Image 1,1,22,
