
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.591931,,Surface,1,0,
0.612107,,Surface,1,1,
0.649572,,Surface,1,2,
0.384412,,Surface,1,3,
0.42767,,Surface,1,4,
0.63752,,Surface,1,5,
0.639152,,Surface,1,6,
0.333629,,Surface,1,7,
0.750944,,Surface,1,8,
0.550407,,Surface,1,9,
0.216776,,Surface,1,10,
0.581551,,Surface,1,11,
0.638571,,Surface,1,12,
0.564437,,Surface,1,13,
0.533466,,Surface,1,14,
0.47693,,Surface,1,15,
0.637721,,Surface,1,16,
0.255028,,Surface,1,17,
0.51341,,Surface,1,18,
0.83851,,Surface,1,19,
0.250013,,Surface,1,20,
0.527911,,Surface,1,21,
0.608392,,Surface,1,22,
