
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1076.89,,Surface,6,Image 1,1,0,
1774.41,,Surface,6,Image 1,1,1,
1172.97,,Surface,6,Image 1,1,2,
1610.49,,Surface,6,Image 1,1,3,
1303.46,,Surface,6,Image 1,1,4,
905.86,,Surface,6,Image 1,1,5,
1739.55,,Surface,6,Image 1,1,6,
351.831,,Surface,6,Image 1,1,7,
880.154,,Surface,6,Image 1,1,8,
2451.48,,Surface,6,Image 1,1,9,
826.297,,Surface,6,Image 1,1,10,
1978.87,,Surface,6,Image 1,1,11,
1225.22,,Surface,6,Image 1,1,12,
875.826,,Surface,6,Image 1,1,13,
724.748,,Surface,6,Image 1,1,14,
941.013,,Surface,6,Image 1,1,15,
818.189,,Surface,6,Image 1,1,16,
968.406,,Surface,6,Image 1,1,17,
736.481,,Surface,6,Image 1,1,18,
974.09,,Surface,6,Image 1,1,19,
408.622,,Surface,6,Image 1,1,20,
897.855,,Surface,6,Image 1,1,21,
800.01,,Surface,6,Image 1,1,22,
