
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.216782,,Surface,1,0,
0.186523,,Surface,1,1,
0.178602,,Surface,1,2,
0.29528,,Surface,1,3,
0.210134,,Surface,1,4,
0.125509,,Surface,1,5,
0.0876963,,Surface,1,6,
0.392587,,Surface,1,7,
0.130041,,Surface,1,8,
0.182916,,Surface,1,9,
0.536519,,Surface,1,10,
0.11655,,Surface,1,11,
0.159826,,Surface,1,12,
0.281304,,Surface,1,13,
0.303296,,Surface,1,14,
0.373528,,Surface,1,15,
0.23832,,Surface,1,16,
0.234972,,Surface,1,17,
0.336183,,Surface,1,18,
0.0382912,,Surface,1,19,
0.658144,,Surface,1,20,
0.188694,,Surface,1,21,
0.2547,,Surface,1,22,
