
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
8816.68,,Surface,4,Image 1,1,0,
10560.7,,Surface,4,Image 1,1,1,
13827.6,,Surface,4,Image 1,1,2,
13754.4,,Surface,4,Image 1,1,3,
14390,,Surface,4,Image 1,1,4,
3803.07,,Surface,4,Image 1,1,5,
13118.6,,Surface,4,Image 1,1,6,
3292.76,,Surface,4,Image 1,1,7,
10394.9,,Surface,4,Image 1,1,8,
10952.6,,Surface,4,Image 1,1,9,
3009.26,,Surface,4,Image 1,1,10,
6083.42,,Surface,4,Image 1,1,11,
9975.38,,Surface,4,Image 1,1,12,
11440.6,,Surface,4,Image 1,1,13,
8275.95,,Surface,4,Image 1,1,14,
7725.57,,Surface,4,Image 1,1,15,
10496.9,,Surface,4,Image 1,1,16,
5585,,Surface,4,Image 1,1,17,
7613.9,,Surface,4,Image 1,1,18,
13162,,Surface,4,Image 1,1,19,
23872.1,,Surface,4,Image 1,1,20,
7546.35,,Surface,4,Image 1,1,21,
9436.94,,Surface,4,Image 1,1,22,
