
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
15209.1,,Surface,4,Image 1,1,0,
16642,,Surface,4,Image 1,1,1,
19714.3,,Surface,4,Image 1,1,2,
20063.3,,Surface,4,Image 1,1,3,
20409.9,,Surface,4,Image 1,1,4,
11577.6,,Surface,4,Image 1,1,5,
18081.1,,Surface,4,Image 1,1,6,
11504,,Surface,4,Image 1,1,7,
16532.9,,Surface,4,Image 1,1,8,
16105.3,,Surface,4,Image 1,1,9,
10817.8,,Surface,4,Image 1,1,10,
12208.6,,Surface,4,Image 1,1,11,
16569.6,,Surface,4,Image 1,1,12,
18489.2,,Surface,4,Image 1,1,13,
14624.5,,Surface,4,Image 1,1,14,
14187.3,,Surface,4,Image 1,1,15,
16772.3,,Surface,4,Image 1,1,16,
11830.2,,Surface,4,Image 1,1,17,
15431.8,,Surface,4,Image 1,1,18,
17218,,Surface,4,Image 1,1,19,
36832.4,,Surface,4,Image 1,1,20,
14899.9,,Surface,4,Image 1,1,21,
17246.6,,Surface,4,Image 1,1,22,
