
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2288,,Surface,4,Image 1,1,0,
3488,,Surface,4,Image 1,1,1,
3610,,Surface,4,Image 1,1,2,
3125,,Surface,4,Image 1,1,3,
3044,,Surface,4,Image 1,1,4,
3722,,Surface,4,Image 1,1,5,
2807,,Surface,4,Image 1,1,6,
3636,,Surface,4,Image 1,1,7,
2912,,Surface,4,Image 1,1,8,
3524,,Surface,4,Image 1,1,9,
4085,,Surface,4,Image 1,1,10,
3523,,Surface,4,Image 1,1,11,
3085,,Surface,4,Image 1,1,12,
3687,,Surface,4,Image 1,1,13,
2895,,Surface,4,Image 1,1,14,
3224,,Surface,4,Image 1,1,15,
3828,,Surface,4,Image 1,1,16,
3007,,Surface,4,Image 1,1,17,
3440,,Surface,4,Image 1,1,18,
2317,,Surface,4,Image 1,1,19,
900,,Surface,4,Image 1,1,20,
3229,,Surface,4,Image 1,1,21,
3785,,Surface,4,Image 1,1,22,
