
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
8024.7,,Surface,5,Image 1,1,0,
6537.43,,Surface,5,Image 1,1,1,
3857.2,,Surface,5,Image 1,1,2,
4184.91,,Surface,5,Image 1,1,3,
4973.11,,Surface,5,Image 1,1,4,
1166.04,,Surface,5,Image 1,1,5,
5247.6,,Surface,5,Image 1,1,6,
508.914,,Surface,5,Image 1,1,7,
5116.59,,Surface,5,Image 1,1,8,
6113.91,,Surface,5,Image 1,1,9,
2324.03,,Surface,5,Image 1,1,10,
4564.92,,Surface,5,Image 1,1,11,
3621.55,,Surface,5,Image 1,1,12,
1101.5,,Surface,5,Image 1,1,13,
1188.89,,Surface,5,Image 1,1,14,
2736.32,,Surface,5,Image 1,1,15,
2135.88,,Surface,5,Image 1,1,16,
1249.93,,Surface,5,Image 1,1,17,
5094.45,,Surface,5,Image 1,1,18,
4705.88,,Surface,5,Image 1,1,19,
2106.95,,Surface,5,Image 1,1,20,
3488.37,,Surface,5,Image 1,1,21,
2116.23,,Surface,5,Image 1,1,22,
