
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.64047e+08,,Surface,3,Image 1,1,0,
1.90257e+08,,Surface,3,Image 1,1,1,
9.87354e+07,,Surface,3,Image 1,1,2,
2.37676e+08,,Surface,3,Image 1,1,3,
4.23685e+09,,Surface,3,Image 1,1,4,
1.63208e+08,,Surface,3,Image 1,1,5,
5.82868e+09,,Surface,3,Image 1,1,6,
6.5636e+08,,Surface,3,Image 1,1,7,
9.44864e+08,,Surface,3,Image 1,1,8,
6.64273e+08,,Surface,3,Image 1,1,9,
1.81394e+09,,Surface,3,Image 1,1,10,
2.04102e+08,,Surface,3,Image 1,1,11,
1.02328e+09,,Surface,3,Image 1,1,12,
2.44267e+08,,Surface,3,Image 1,1,13,
6.45057e+08,,Surface,3,Image 1,1,14,
