
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
469.072,um,Surface,Distance from Origin,1,0,
487.569,um,Surface,Distance from Origin,1,1,
415.261,um,Surface,Distance from Origin,1,2,
417.822,um,Surface,Distance from Origin,1,3,
378.834,um,Surface,Distance from Origin,1,4,
317.693,um,Surface,Distance from Origin,1,5,
357.109,um,Surface,Distance from Origin,1,6,
330.611,um,Surface,Distance from Origin,1,7,
340.993,um,Surface,Distance from Origin,1,8,
291.307,um,Surface,Distance from Origin,1,9,
213.917,um,Surface,Distance from Origin,1,10,
235.84,um,Surface,Distance from Origin,1,11,
196.625,um,Surface,Distance from Origin,1,12,
136.464,um,Surface,Distance from Origin,1,13,
91.1548,um,Surface,Distance from Origin,1,14,
