
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.32844e+07,,Surface,6,Image 1,1,0,
3.13683e+07,,Surface,6,Image 1,1,1,
1.35335e+07,,Surface,6,Image 1,1,2,
4.24143e+07,,Surface,6,Image 1,1,3,
8.51815e+08,,Surface,6,Image 1,1,4,
1.02353e+07,,Surface,6,Image 1,1,5,
1.20094e+09,,Surface,6,Image 1,1,6,
7.39892e+07,,Surface,6,Image 1,1,7,
1.79989e+08,,Surface,6,Image 1,1,8,
1.28168e+08,,Surface,6,Image 1,1,9,
3.4611e+08,,Surface,6,Image 1,1,10,
3.79222e+07,,Surface,6,Image 1,1,11,
1.00526e+08,,Surface,6,Image 1,1,12,
4.56701e+07,,Surface,6,Image 1,1,13,
9.4945e+07,,Surface,6,Image 1,1,14,
