
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.94333e+08,,Surface,4,Image 1,1,0,
2.69309e+08,,Surface,4,Image 1,1,1,
2.11453e+08,,Surface,4,Image 1,1,2,
5.16793e+08,,Surface,4,Image 1,1,3,
1.4667e+10,,Surface,4,Image 1,1,4,
4.39205e+08,,Surface,4,Image 1,1,5,
1.88609e+10,,Surface,4,Image 1,1,6,
1.49073e+09,,Surface,4,Image 1,1,7,
2.56184e+09,,Surface,4,Image 1,1,8,
1.69996e+09,,Surface,4,Image 1,1,9,
5.86696e+09,,Surface,4,Image 1,1,10,
3.65135e+08,,Surface,4,Image 1,1,11,
3.91535e+09,,Surface,4,Image 1,1,12,
4.6001e+08,,Surface,4,Image 1,1,13,
1.29937e+09,,Surface,4,Image 1,1,14,
