
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
549,,Surface,4,Image 1,1,0,
426,,Surface,4,Image 1,1,1,
686,,Surface,4,Image 1,1,2,
519,,Surface,4,Image 1,1,3,
432,,Surface,4,Image 1,1,4,
408,,Surface,4,Image 1,1,5,
424,,Surface,4,Image 1,1,6,
434,,Surface,4,Image 1,1,7,
536,,Surface,4,Image 1,1,8,
297,,Surface,4,Image 1,1,9,
424,,Surface,4,Image 1,1,10,
541,,Surface,4,Image 1,1,11,
377,,Surface,4,Image 1,1,12,
696,,Surface,4,Image 1,1,13,
548,,Surface,4,Image 1,1,14,
