
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1847.04,,Surface,1,Image 1,1,0,
3477.06,,Surface,1,Image 1,1,1,
1036.88,,Surface,1,Image 1,1,2,
1918.26,,Surface,1,Image 1,1,3,
2854.6,,Surface,1,Image 1,1,4,
2028.71,,Surface,1,Image 1,1,5,
2816.35,,Surface,1,Image 1,1,6,
1621.47,,Surface,1,Image 1,1,7,
2688.13,,Surface,1,Image 1,1,8,
2290.08,,Surface,1,Image 1,1,9,
2730.86,,Surface,1,Image 1,1,10,
1782.29,,Surface,1,Image 1,1,11,
1491.76,,Surface,1,Image 1,1,12,
3270.52,,Surface,1,Image 1,1,13,
1801.78,,Surface,1,Image 1,1,14,
