
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
7132,,Surface,6,Image 1,1,0,
4859,,Surface,6,Image 1,1,1,
4236,,Surface,6,Image 1,1,2,
5689,,Surface,6,Image 1,1,3,
24687,,Surface,6,Image 1,1,4,
4273,,Surface,6,Image 1,1,5,
8537,,Surface,6,Image 1,1,6,
14011,,Surface,6,Image 1,1,7,
15672,,Surface,6,Image 1,1,8,
7691,,Surface,6,Image 1,1,9,
6200,,Surface,6,Image 1,1,10,
5270,,Surface,6,Image 1,1,11,
5187,,Surface,6,Image 1,1,12,
5482,,Surface,6,Image 1,1,13,
7283,,Surface,6,Image 1,1,14,
