
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
339.244,323.902,5.37702,um,Surface,Position,1,0,
342.952,346.154,16.8669,um,Surface,Position,1,1,
257.213,325.792,11.9177,um,Surface,Position,1,2,
343.156,238.27,6.77132,um,Surface,Position,1,3,
180.535,332.822,12.3272,um,Surface,Position,1,4,
250.23,195.262,13.6645,um,Surface,Position,1,5,
311.558,174.218,10.3161,um,Surface,Position,1,6,
57.902,325.428,6.90238,um,Surface,Position,1,7,
340.614,9.05459,13.2625,um,Surface,Position,1,8,
271.185,106.134,7.34601,um,Surface,Position,1,9,
179.8,115.42,10.5179,um,Surface,Position,1,10,
235.694,3.88044,7.32285,um,Surface,Position,1,11,
52.5435,189.199,10.2168,um,Surface,Position,1,12,
135.935,8.6815,8.2812,um,Surface,Position,1,13,
69.7698,58.3053,6.46994,um,Surface,Position,1,14,
