
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
116,,Surface,3,Image 1,1,0,
246,,Surface,3,Image 1,1,1,
113,,Surface,3,Image 1,1,2,
186,,Surface,3,Image 1,1,3,
141,,Surface,3,Image 1,1,4,
126,,Surface,3,Image 1,1,5,
117,,Surface,3,Image 1,1,6,
98,,Surface,3,Image 1,1,7,
141,,Surface,3,Image 1,1,8,
170,,Surface,3,Image 1,1,9,
80,,Surface,3,Image 1,1,10,
173,,Surface,3,Image 1,1,11,
72,,Surface,3,Image 1,1,12,
244,,Surface,3,Image 1,1,13,
111,,Surface,3,Image 1,1,14,
