
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2942.77,,Surface,3,Image 1,1,0,
2553.06,,Surface,3,Image 1,1,1,
3824.35,,Surface,3,Image 1,1,2,
3467,,Surface,3,Image 1,1,3,
2433.7,,Surface,3,Image 1,1,4,
1440.89,,Surface,3,Image 1,1,5,
4123.09,,Surface,3,Image 1,1,6,
2207.65,,Surface,3,Image 1,1,7,
2574.02,,Surface,3,Image 1,1,8,
3188.19,,Surface,3,Image 1,1,9,
2646.32,,Surface,3,Image 1,1,10,
2548.13,,Surface,3,Image 1,1,11,
2488.41,,Surface,3,Image 1,1,12,
2291.99,,Surface,3,Image 1,1,13,
2072.21,,Surface,3,Image 1,1,14,
3590.84,,Surface,3,Image 1,1,15,
2590.59,,Surface,3,Image 1,1,16,
2371.74,,Surface,3,Image 1,1,17,
1862.88,,Surface,3,Image 1,1,18,
3352.38,,Surface,3,Image 1,1,19,
3888.39,,Surface,3,Image 1,1,20,
1087.19,,Surface,3,Image 1,1,21,
2382.8,,Surface,3,Image 1,1,22,
2511.74,,Surface,3,Image 1,1,23,
