
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
297.604,295.315,12.3159,um,Surface,Position,1,0,
235.335,341.537,15.0791,um,Surface,Position,1,1,
347.589,157.063,17.1894,um,Surface,Position,1,2,
130.575,318.848,12.247,um,Surface,Position,1,3,
237.537,260.278,11.4723,um,Surface,Position,1,4,
52.0627,345.609,8.27622,um,Surface,Position,1,5,
315.945,55.6,7.32492,um,Surface,Position,1,6,
300.36,124.246,13.8694,um,Surface,Position,1,7,
113.171,257.967,15.2313,um,Surface,Position,1,8,
62.5465,303.185,19.031,um,Surface,Position,1,9,
32.3822,318.155,9.29886,um,Surface,Position,1,10,
169.674,188.495,13.7466,um,Surface,Position,1,11,
131.106,217.606,13.1398,um,Surface,Position,1,12,
309.303,8.26754,13.6951,um,Surface,Position,1,13,
269.379,55.7994,14.7966,um,Surface,Position,1,14,
218.854,114.773,11.2033,um,Surface,Position,1,15,
97.3657,205.164,12.6612,um,Surface,Position,1,16,
112.976,160.933,8.07016,um,Surface,Position,1,17,
207.307,48.8192,15.8153,um,Surface,Position,1,18,
131.201,53.8609,18.1533,um,Surface,Position,1,19,
11.3579,162.999,8.32553,um,Surface,Position,1,20,
117.943,35.5293,9.7335,um,Surface,Position,1,21,
130.067,10.9637,11.6631,um,Surface,Position,1,22,
39.6624,19.3911,10.8155,um,Surface,Position,1,23,
