
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.350495,,Surface,1,0,
0.258699,,Surface,1,1,
0.441695,,Surface,1,2,
0.597855,,Surface,1,3,
0.223606,,Surface,1,4,
0.312058,,Surface,1,5,
0.580906,,Surface,1,6,
0.403847,,Surface,1,7,
0.364493,,Surface,1,8,
0.368573,,Surface,1,9,
0.398507,,Surface,1,10,
0.415935,,Surface,1,11,
0.334546,,Surface,1,12,
0.567933,,Surface,1,13,
0.583193,,Surface,1,14,
0.327799,,Surface,1,15,
0.45158,,Surface,1,16,
0.348494,,Surface,1,17,
0.253184,,Surface,1,18,
0.554126,,Surface,1,19,
0.390564,,Surface,1,20,
0.653569,,Surface,1,21,
0.410215,,Surface,1,22,
0.34159,,Surface,1,23,
