
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
704,,Surface,4,Image 1,1,0,
843,,Surface,4,Image 1,1,1,
1092,,Surface,4,Image 1,1,2,
1366,,Surface,4,Image 1,1,3,
759,,Surface,4,Image 1,1,4,
987,,Surface,4,Image 1,1,5,
885,,Surface,4,Image 1,1,6,
771,,Surface,4,Image 1,1,7,
1098,,Surface,4,Image 1,1,8,
833,,Surface,4,Image 1,1,9,
1078,,Surface,4,Image 1,1,10,
977,,Surface,4,Image 1,1,11,
1039,,Surface,4,Image 1,1,12,
1070,,Surface,4,Image 1,1,13,
994,,Surface,4,Image 1,1,14,
662,,Surface,4,Image 1,1,15,
918,,Surface,4,Image 1,1,16,
1067,,Surface,4,Image 1,1,17,
851,,Surface,4,Image 1,1,18,
1018,,Surface,4,Image 1,1,19,
722,,Surface,4,Image 1,1,20,
1258,,Surface,4,Image 1,1,21,
980,,Surface,4,Image 1,1,22,
884,,Surface,4,Image 1,1,23,
