
Area
 ==================== 
Area,Unit,Category,Time,ID,
2601.7,um^2,Surface,1,0,
10632,um^2,Surface,1,1,
1483.95,um^2,Surface,1,2,
813.763,um^2,Surface,1,3,
33647.3,um^2,Surface,1,4,
2534.1,um^2,Surface,1,5,
1805.1,um^2,Surface,1,6,
13116.1,um^2,Surface,1,7,
4875.63,um^2,Surface,1,8,
2844.94,um^2,Surface,1,9,
1397.01,um^2,Surface,1,10,
3080.75,um^2,Surface,1,11,
2584.46,um^2,Surface,1,12,
2206.11,um^2,Surface,1,13,
2726.62,um^2,Surface,1,14,
12221.4,um^2,Surface,1,15,
4187.37,um^2,Surface,1,16,
3216.3,um^2,Surface,1,17,
16426.4,um^2,Surface,1,18,
1409.32,um^2,Surface,1,19,
2525.06,um^2,Surface,1,20,
983.357,um^2,Surface,1,21,
5665.77,um^2,Surface,1,22,
12692.9,um^2,Surface,1,23,
