
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.198561,,Surface,1,0,
0.181476,,Surface,1,1,
0.671288,,Surface,1,2,
0.222653,,Surface,1,3,
0.070843,,Surface,1,4,
0.149679,,Surface,1,5,
0.26773,,Surface,1,6,
0.145886,,Surface,1,7,
0.242819,,Surface,1,8,
0.180097,,Surface,1,9,
0.188797,,Surface,1,10,
0.227756,,Surface,1,11,
0.398517,,Surface,1,12,
0.484396,,Surface,1,13,
0.232455,,Surface,1,14,
0.276377,,Surface,1,15,
0.186707,,Surface,1,16,
0.0798304,,Surface,1,17,
0.094353,,Surface,1,18,
0.21707,,Surface,1,19,
0.0765147,,Surface,1,20,
0.391994,,Surface,1,21,
0.363464,,Surface,1,22,
0.149044,,Surface,1,23,
