
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.411874,,Surface,1,0,
0.312806,,Surface,1,1,
0.280511,,Surface,1,2,
0.615175,,Surface,1,3,
0.601728,,Surface,1,4,
0.423406,,Surface,1,5,
0.59884,,Surface,1,6,
0.695529,,Surface,1,7,
0.502908,,Surface,1,8,
0.696359,,Surface,1,9,
0.463266,,Surface,1,10,
0.585578,,Surface,1,11,
0.449391,,Surface,1,12,
0.39005,,Surface,1,13,
0.634024,,Surface,1,14,
0.411444,,Surface,1,15,
0.708814,,Surface,1,16,
0.705389,,Surface,1,17,
0.725656,,Surface,1,18,
0.643883,,Surface,1,19,
0.846818,,Surface,1,20,
0.45968,,Surface,1,21,
0.391742,,Surface,1,22,
0.523775,,Surface,1,23,
