
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
419.441,um,Surface,Distance from Origin,1,0,
415.039,um,Surface,Distance from Origin,1,1,
381.815,um,Surface,Distance from Origin,1,2,
344.766,um,Surface,Distance from Origin,1,3,
352.562,um,Surface,Distance from Origin,1,4,
349.606,um,Surface,Distance from Origin,1,5,
320.884,um,Surface,Distance from Origin,1,6,
325.339,um,Surface,Distance from Origin,1,7,
282.112,um,Surface,Distance from Origin,1,8,
310.153,um,Surface,Distance from Origin,1,9,
319.934,um,Surface,Distance from Origin,1,10,
253.985,um,Surface,Distance from Origin,1,11,
254.389,um,Surface,Distance from Origin,1,12,
309.716,um,Surface,Distance from Origin,1,13,
275.495,um,Surface,Distance from Origin,1,14,
247.377,um,Surface,Distance from Origin,1,15,
227.448,um,Surface,Distance from Origin,1,16,
196.795,um,Surface,Distance from Origin,1,17,
213.564,um,Surface,Distance from Origin,1,18,
142.984,um,Surface,Distance from Origin,1,19,
163.607,um,Surface,Distance from Origin,1,20,
123.563,um,Surface,Distance from Origin,1,21,
131.049,um,Surface,Distance from Origin,1,22,
45.4543,um,Surface,Distance from Origin,1,23,
